Codigo;Descricao
1636;REBITE 4.8X16MM
29292;ANILHA - MARCADOR RO 85 REF. U
2799;PRESILHA GALVANIZADA P/ FITA LISA
23927;ANILHA - MARCADOR RO 85 REF. 8
5832;LUVA ELETRODUTO CINZA 3/4
15286;COTOVELO 3/4 VERMELHO
14403;CABO DE REDE BLINDADO CAT5E - MTK
11716;FUSIVEL PQ 1.5AX250V 5X20MM
13167;CABO EPROTENAX 2.5MM - PRETO CORFITOX
3148;FIO SOLIDO 750V - 1.5MM2 - VERDE
28285;BUCHA PLASTICA 4MM C/ ANEL
29294;ANILHA - MARCADOR RO 85 REF. Z
19252;PARAFUSO PERFILADO 5/16X3/4 INOX
29296;ANILHA - MARCADOR RO 85 REF. I
26438;CONECTOR EMENDA 2 VIAS 20A 300V 0.50MM ATÉ 6 MM- WAGO
23928;ANILHA - MARCADOR RO 85 REF. 9
25422;CABO EPROTENAX 6.0MM PRETO - CORFITOX
2600;BUCHA DE ALUMINIO 3/4
17759;TOMADA EMB DUPLA BR 2P+T 10A SEM PLACA
1404;PARAF SEXTAVADO ROSCA SOBERBA 5/16X90
30783;EMENDA EM LINHA 20A 600V 0.14MM ATÉ 4 MM- WAGO
28808;ABRACADEIRA TIPO D COM PARAFUSO  1 INOX
3162;FIO SOLIDO 750V - 2.5MM2 - VERDE
31228;TERMINAL YA 10MM LONGO
10859;CABO EPROTENAX 50MM - BRANCO
7739;LUVA ELETRODUTO VERMELHA 1
26435;CONECTOR EMENDA 5 VIAS 20A 300V 0.14MM ATÉ 4 MM- WAGO
990;TERMINAL TUBOLAR 25MM
18724;CHAVE SELETORA XB2-ED21 2POS C/RET
3095;CABO PP 1KV 4X4.00MM - PRETO
925;TERMINAL P/ FIO MACHO MEDIO
25133;CONECTOR DE PASSAGEM SIMPLES PUSH-IN CINZA 2.5MM² REF PT 2.5 PHOENIX
6175;MANGUEIRA CORRUGADA FLEXIVEL PRETA 1.1/2
26174;CABO MEDIA TENSAO EPR 35MM 8.7/15KV - CONDUSPAR
29293;ANILHA - MARCADOR RO 85 REF. H
24385;LAMPADA TUBULAR LED T8 18W 6500K - AVANT
3164;FIO SOLIDO 750V - 4.0MM2 - AMARELO
29367;CHUMBADOR NUTBOLT/OVERHEAD 1/4X5,5X33MM
23940;ANILHA - MARCADOR RO 85 REF. V
15615;PLUG MACHO 2P+T 10A PRETO 90º - MARGIRIUS
22431;CABO ALUMINIO CA  2 AWG - IRIS
23937;ANILHA - MARCADOR RO 85 REF. R
23918;PORTA ANILHA REF. PA 3 PRETA
25081;TAMPA P/ CONECTOR SIMPLES ELETRICO D-ST 2.5
7694;COTOVELO 3/4 BRANCO
19790;CAIXA SOBREPOR C/ SUPORTE 95X75 BR 3 POSTO SLEEK
13932;HASTE TERRA 5/8 12MM X 1.5MT
26436;CONECTOR EMENDA 3 VIAS 20A 300V 0.14MM ATÉ 4 MM- WAGO
27053;CABO EPROTENAX 6.0MM BRANCO - CORFITOX
715;BASE P/ RELE FOTOELETRICO
25132;CONECTOR DE PASSAGEM DUPLO PUSH-IN CINZA 2.5MM² REF PTTB 2.5 PHOENIX
924;TERMINAL P/ FIO MACHO GRANDE
507;ARRUELA DE PRESSAO 6 MM
25116;LUVA ELETRODUTO GALVANIZADO 1 VERMELHO - LEVE
2811;PRESILHA P/ HASTE TERRA GRAMPO
6950;CONE P/ CHUMBADOR 1/4
21392;CABO MULTIPLEX ALUMINIO 0.6/1KV 3X1X50MM2 + 50MM2 - QUADRUPLEX - NEUTRO NU COM LIGA 6201
3085;CABO PP 1KV 3X6.00MM - PRETO
6648;CONDULETE BRANCO 1
3098;CABO PP 1KV 4X6.00MM - PRETO
2766;CABO CCI 2 PARES - TELEFONE - CINZA
10646;PARAFUSO FRANCES 5/16X4-1/2
3223;FITA LAMINADA FLEXIVEL PRETO SOBRE BRANCO 9MM
14135;ELETRODUTO PRETO ROSCA 3/4
24937;PARAF SEXTAVADO 8X30 BICROMATIZADO
10645;PARAF SEXTAVADO 10X30MM INOX
11625;CABO FLEX 750V 2.5MM VERMELHO - CORFITOX
18499;BOTAO COMANDO COM. 3 POS C/ RET 2NA - XB2-ED33
529;ARRUELA QUADRADA 38MM FURO 18MM-5/8
18;ABRACADEIRA C/ CHAVETA 1
15613;PLUG MACHO 2P+T 10A CINZA - MARGIRIUS
13;ABRACADEIRA BRANCA 1
15311;PLUG FEMEA 2P+T 20A CINZA - MARGIRIUS
13880;BUCHA GRAMP S/PREGO N4 7.0X8.5
24030;ARRUELA LISA 12MM ZB
3507;FUSIVEL PQ 2.5AX250V 5X20MM
32962;CONECTOR DE PASSAGEM DUPLO BTWI 2,5MM CINZA PUSH
17013;FITA ISOLANTE 18MM X 20MT PRETA
3144;FIO SOLIDO 750V - 1.5MM2 - AZUL
19789;CAIXA SOBREPOR C/ SUPORTE 75X75 BR 1 POSTO SLEEK
23933;ANILHA - MARCADOR RO 85 REF. E
27251;LUMINARIA/PLAFON LED EMBUTIR QUADRADO BRANCO 24W 6500K - AVANT
24386;LAMPADA TUBULAR LED T8 9W 6500K - AVANT
61;ABRACADEIRA TIPO U 1.1/2
2998;CABO EPROTENAX 70MM - PRETO
21812;PARAF SEXTAVADO 1/4 X 1.1/2
17046;CORDA DE SEDA N 08MM VERDE VENDA P/MT
6200;MANGUEIRA ALMA DE ACO 3/4
33168;PARAF MADEIRA 4.5X70MM FENDA CRUZADA
16832;TOMADA INFORMATICA RJ45 VAZIA BR SLEEK
10200;CABO EPROTENAX 70MM - BRANCO
15313;PLUG MACHO 2P+T 10A PRETO 90º - MARGIRIUS/PLUZIE
3449;FUSIVEL GD 1AX250V 6X32MM
14368;CABO CONTROLE 10X1.0MM
1456;PARAF SEXTAVADO 10X30MM
1407;PARAF ATARRAXANTE CAB CHATA 4.8X32
40;ABRACADEIRA P/ CABO DE ACO 1/8
2709;ABRACADEIRA CINZA 3/4
8506;TAMPA CONDULETE HEX. HORIZ. 3/4 BRANCA
5826;LUVA ELETRODUTO PVC 3/4
18370;PROJETOR SLIM LED 200W 6500K - AVANT
10665;FIO SOLIDO 750V - 10.0MM2 - BRANCO
23936;ANILHA - MARCADOR RO 85 REF. P
12448;TOMADA INFORMATICA RJ45 CAT5E BR SLEEK
17941;TAMPA CONDULETE HEX. HORIZ. 3/4 PRETA
2259;ROLAMENTO 6202-C3
21189;RELE INTERFACE SLIM MASTER BASIC 1 CONTATO REV 220VAC 391182300060 FINDER
6430;CURVA ELETRODUTO PVC 90 3/4
25421;CABO EPROTENAX 4.0MM PRETO - CORFITOX
14145;ADAPTADOR BOLSA/ ROSCA C/ ARRUELA BRANCO 3/4
28965;PERFIL LEDTUBE RGB 1MT
6195;MANGUEIRA ALMA DE ACO 1
23289;IDENTIFICADOR DE CABOS REF. KBE4 27X12 (USO COM ABRACADEIRA) WEG
11940;CABO EPROTENAX 4MM - VERDE
17767;CABO DE ACO 1/4 - 6.4
26298;PERFILADO PERF 38X38 6MT #24
21351;PARAF SEXTAVADO 10X40MM
6693;CONECTOR DE PASSAGEM 4MM AZUL
11335;PORCA SEXTAVADA 12MM
19218;TOMADA RJ45 CAT 6 KEYSTONE - ROHDINA
12862;PARAF MAQ CILINDRICO 8X50
523;ARRUELA LISA 8MM
12274;ARRUELA LISA 10MM INOX
6701;CONECTOR DE PASSAGEM 6MM TERRA
14890;LUVA TRICOT. MULTITATO 9 PT PU
685;TAMPA FINAL 6/10 CINZA
10392;PARAF MADEIRA 4X45MM FENDA CRUZADA
15320;DISJUNTOR MONOF C16A (MDW-C16-1-3kA)
6710;CONECTOR DERIV. AZUL (1.5-2.5MM)
23860;CABO DE REDE CAT 5E CINZA - NEXANS
1411;PARAF ATARRAXANTE CAB CHATA 4.8X50
369;CABO EPROTENAX 70MM - VERDE
15518;TERMINAL YA 16MM LONGO
579;TAMPA CONDULETE CEGA 1 BRANCA
29033;CABO OPTICO DROP COMP. 1F SM - YOFC
21670;TERMINAL TUBOLAR 2.5MM (APROV. CERSUL)
16103;TAMPA CONDULETE 3 TEC 3/4 PRETA
14133;TAMPA CONDULETE 3 TEC 3/4 CINZA
6220;MANGUEIRA POPULAR PRETA 1/2 X 1.5MM
3146;FIO SOLIDO 750V - 1.5MM2 - AMARELO/VERDE
9776;EMENDA P/ MANGUEIRA CORRUGADA 3/4
27512;CONE P/ CHUMBADOR 1/4 INOX
498;ARRUELA DE ALUMINIO 1
25077;BORNE PORTA FUSIVEL ATÉ 1000V PTTB 4-HESILED 24V (5X20)
5576;ELETRODUTO PRETO ROSCA 1
27800;CANTONEIRA C/ 2 FUROS REFORCADA GF
11512;ROLAMENTO 6204-C3
23931;ANILHA - MARCADOR RO 85 REF. C
17729;TOMADA EMB 2P+T 10A HORIZ. S/ PLACA
16102;TAMPA CONDULETE CEGA 3/4 PRETA
13845;MANGUEIRA ALMA DE ACO 1.1/2
20049;CONECTOR VAMPIRO 16-120 / 4-35 MM
2691;BUCHA PLASTICA 12MM
2636;SUPORTE P/ TRILHO LATERAL
30229;CABO MULTIPLEX ALUMINIO 0.6/1KV 1X1X35MM2 + 35MM2 - DUPLEX - NEUTRO ISOLADO
11107;CABO FLEXIVEL 750V - 16.0MM2 - VERMELHO CORFITOX
5224;LUM.OVAL 2X20W REATOR ELETR. PRETA - FREELUX
16422;FLANGE PARA SISTEMA DE MONTAGEM P/ BOTAO - AF3F
21811;PARAF SEXTAVADO 1/4 X 2
3513;FUSIVEL PQ 5AX250V 5X20MM
8182;CABO EPROTENAX 150MM - PRETO
11783;PERFILADO PERF 38X38 6MT #22
5280;LUVA ELETRODUTO PVC 1
3150;FIO SOLIDO 750V - 10.0MM2 - AZUL
3001;CABO EPROTENAX 95MM - PRETO
1457;PARAF SEXTAVADO 12X30MM
14139;TAMPA CONDULETE CEGA 3/4 BRANCA
24021;PARAF SEXTAVADO 10X40 BICROMATIDO
27735;ANEL DE CERA MAXSEAL/VEDA POP/ORION C/GUIA
23729;LUMINARIA DE EMERGENCIA C/ 30 LEDS - BLUMENAU
3462;FUSIVEL GD 5A250V 6X32MM
2565;SPIRADUTO 1 BRANCO
22652;JACK FEMEA 8 VIAS RJ45 CAT5 E BRANCO
6903;ESPAGHET ISOPOL 1 MM
7666;CURVA C/ BOLSA 90º 3/4 BRANCA
2567;SPIRADUTO 1/2 BRANCO
23242;PARAFUSO SEXTAVADO 6X30MM INOX
19007;JACK FEMEA 8 VIAS RJ45 CAT6
25986;TIJOLO 6F 11.5X14X24
19750;EMENDA INT U 100X100
23932;ANILHA - MARCADOR RO 85 REF. D
18145;DISJUNTOR MONOF C20A (MDW-C20-1-3kA)
10895;ABRACADEIRA C/ CHAVETA 2 - JANDRIGUES
28309;PARAFUSO MAQUINA CAB REDONDA 1/4 X 1
3149;FIO SOLIDO 750V - 1.5MM2 - VERMELHO
64;ABRACADEIRA TIPO U 2
18621;JUNCAO P/ LEITO 100 8 FUROS #14
28919;TERMINAL FORQUETA P/CABO 2.5M / FURO 6 MM
18734;PORTA FUSIVEL 4 CINZA P/ TRILHO - SIBRATEC
1410;PARAF ATARRAXANTE CAB CHATA 4.2X38
3501;FUSIVEL PQ 0.5AX250V 5X20MM
3167;FIO SOLIDO 750V - 4.0MM2 - PRETO
2339;ROLDANA PORCELANA 72X72MM
1412;PARAF ATARRAXANTE CAB CHATA 4.2X22
22226;CABO MULTIPLEX ALUMINIO 0.6/1KV 3X1X70MM2 + 70MM2 - QUADRUPLEX - NEUTRO NU COM LIGA 6201
32612;ARRUELA LISA 10MM FERRO BICRO
2790;PRENSA CABO 3/8
22932;ABRACADEIRA TIPO D COM PARAFUSO 1.1/2
11970;COMUTADOR FURADEIRA GSB 16 RE 000608012
18064;PARAFUSO FRANCES M16X75X38MM C/ PORCA
1445;PARAF MAQ CILINDRICO 5X12
5048;CONECTOR BNC RG59 MACHO MOLA C/ PARAFUSO
177;TAMPA CONDULETE 1 RJ45 1 BRANCA
21352;PARAF SEXTAVADO 12X40MM
183;TAMPA CONDULETE 1 RJ45 3/4 CINZA
12624;CABO EPROTENAX 6.0MM - VERDE
10679;ADAPTADOR BOLSA/ ROSCA VERMELHO 3/4
27789;DPS SPD-40-275 1 POLO 20-40KA 275V CLASSE 2
13651;OLHAL P/PARAFUSO FERRO MOD. 5000 DAN
7152;CORDAO BICOLOR 2X1.5MM - PT/VM
16444;ABRAÇADEIRA TIPO D COM PARAFUSO 2
16848;PORCA SEXTAVADA 3/8 INOX
2726;LUVA ELETRODUTO BRANCO 1
2589;BUCHA DE ALUMINIO 1/2
25329;BORNE PORTA FUSIVEL ATÉ 500V PTTB 4-HESI  (5X20)
16423;BLOCO CONTATO ABERTO P/ BOTOEIRA BC10F-CSW 1NA
7717;ADAPTADOR VERMELHO 3/4
2572;SPIRADUTO 3/4 BRANCO
13286;ABRACADEIRA VERMELHA 1
936;TERMINAL PINO P/ CABO 10MM
6563;CURVA VERT. INTERNA 90º P/ PERFILADO 38X38
28529;LAMPADA TUBULAR LED HO 65W 6500K - AVANT
16181;CONDULETE PRETO 1'
13164;CONECTOR SPLIT BOLT C/ PARAF SEXTAV. 35MM PRT 919
25492;JUMPER VM P/ CONECTOR ELETRICO PASSO 3.5MM 5 POLOS FBS 5- 3.5 PHOENIX
19;ABRACADEIRA C/ CHAVETA 1.1/2
14317;TUBO PUN AZUL EXT. 12MM
14365;PARAFUSO SEXTAVADO 12X60
21180;TOMADA EMBUTIR 2P+T 10A BRANCA ARTIS C/PLACA
5491;CONTATO AUXILIAR FRONTAL 1NA+1NF P/ DISJUNTOR MOTOR MPW18/40/80 REF ACBF-11
6952;CONECTOR RETO P/ BOX 3/4
11624;CABO FLEX 750V 2.5MM PRETO - CORFITOX
25418;CABO OPTICO CFOT-MM (50) - UT 06F COG SOHO PLUS FURUKAWA
21881;BOCAL C/ RABICHO ISOLADO PRETO
23876;CABO MANGA BLINDADO EM MALHA TRANCADO 4X22 AWG KMP
23546;CABO FLEX PP 2X1.0 CRISTAL C/ ALMA DE AÇO
30558;CABO DE REDE CAT 5E - FURUKAWA SOHOPLUS
31521;CABO EPROTENAX 150MM PRETO - CORFITOX
24259;LAMPADA BULBO LED 9.5W 6500K BIV DIMERIZAVEL
23739;TE-228 - CORDA MULTIFILAMENTO 8MM VERDE FIRMEZA
25931;CABO MANGA BLINDADO EM MALHA 2 PARES TRANCADO 22 AWG KMP ( 4X22 )
22699;PROTECAO DE BORRACHA P/ ELETRODUTO 3/4
21470;CABO MANGA BLINDADO EM MALHA TRANCADO 3X24 AWG KMP
2704;CONDULETE CINZA 3/4
1515;CURVA VERT. EXTERNA 90º P/ PERFILADO 38X38
16164;COTOVELO 1' BRANCO
11109;CABO FLEXIVEL 750V - 16.0MM2 - AZUL CORFITOX
6198;MANGUEIRA ALMA DE ACO 1.1/4
23109;CABO COAXIAL RGC 59 97% BR
27243;CLIPS P/ CABO ACO 1/8 GALV FOGO
7227;ABRACADEIRA C/ CHAVETA 3
959;TERMINAL SAPATA 6MM
26777;TERMINAL PINO P/ CABO 16MM LONGO
25653;LAMPADA TUBULAR LED HO 40W 6500K - AVANT
19047;CONECTOR GENERICO SAIDA FRONTAL 6 A 25MM - HT25 63A
6697;CONECTOR DE PASSAGEM 6MM AZUL
28693;CABO DE FIBRA OPTICA AUTOSSUSTENTADO CFOA-SM-AS-80-S 06F-NR
21230;TERMINAL CENTRAL RETO BARRAMENTO 3/8 - CONCENTRICO
12032;MODULO SIENA INTERRUPTOR SIMPLES 10A - 250V BRANCO
30075;LAMPADA BULBO LED 150W 6500K E40 BIV
8854;JAQUETA PARA CHUMBADOR 3/8
3155;FIO SOLIDO 750V - 16MM2 - AZUL
5688;CONECTOR CUNHA TIPO I
14713;CABO FLEXIVEL 750V - 4.0MM2 - AMARELO
11287;CONECTOR RJ11
15824;PLUG FEMEA 2P+T 10A CINZA - MARGIRIUS
24851;ABRAÇADEIRA TIPO D COM PARAFUSO 3
16424;BLOCO CONTATO FECHADO P/ BOTOEIRA BC01F-CSW 1NF
27167;ELETROCALHA PERF 100X50X3MT #24
21701;TOMADA EMBUTIR DUPLA 2P+T 10A BRANCA ARTIS C/PLACA
23934;ANILHA - MARCADOR RO 85 REF. L
23037;IDENTIFICADOR CABO KBEP 20X9MM
15854;TERMOCONTRATIL 16MM PRETO
9535;TERMINAL TUBOLAR 50MM
9891;PARAF MADEIRA 4X30MM FENDA CRUZADA
7301;MAO FRANCESA 300 SIMPLES
26575;KEYSTONE JACK FEMEA 8 VIAS RJ45 CAT6 SECLAN
18884;CABO DE ACO 3/8
26192;BORNE ALIMENTACAO SENSORES REF PTIO-IN 2.5/3 OG PHOENIX
21809;MODULO TOMADA 2P,T 20A SLEEK VERMELHO
12137;PARAF MAQ CILINDRICO 5X6
7803;CONDULETE VERMELHA 1
23091;ABRAÇADEIRA TIPO D COM PARAFUSO 3/4 INOX
16180;TAMPA CONDULETE 2 TOMADAS HEX 3/4' BRANCA
25657;MANGUEIRA CRISTAL 1/4 X 1.0MM
7834;ELETRODUTO CINZA 3/4
5578;ELETRODUTO PRETO  ROSCA 1 1/2
15010;CURVA HORIZONTAL 90º P/ PERFILADO 38X38
20503;PRENSA CABO 1/4
28188;PARAF ATARRAXANTE PANELA 4.8X45 INOX
1803;PIMENTAO 76X51MM GERMER
22706;CAIXA DE LUZ 4X2 AMARELA
10632;FITA ISOLANTE 20MT PRETA - IMPERIAL
14102;CANTONEIRA C/ 4 FUROS
2712;CURVA C/ BOLSA 90º 3/4 CINZA
16168;ADAPTADOR PRETO 1'
24675;PLUG MACHO 2P+T 10A PRETO RETO - MARGIRIUS
6673;CONECTOR CUNHA TIPO III VERMELHO
29395;CONECTOR CUNHA HASTE KARA ST 1/2X25/35-5/8X10/16
23839;CABO DE REDE CAT 6 GIGALAN VERMELHO
62;ABRACADEIRA TIPO U 1.1/4
2668;SUPORTE SUSPENSAO P/ TIRANTE 400X100
31516;CABO TIPO UTP 4P CAT 5- EXTERNO - CAPA DUPLA PRETO - MEGATRON
15853;TERMOCONTRATIL 16MM BRANCO
16165;TAMPA CONDULETE HEX. VERT. 1' BRANCA
29405;CABO INSTRUMENTACAO 1X3X1MM 300V PCV/E-ST1 FR PT
13654;ANEL ORING ESTAGIO JS
2569;SPIRADUTO 1/2 PRETO
13973;TAMPA CONDULETE HEX. VERT. 3/4 BRANCA
31254;SAIDA LATERAL SIMPLES P/ ELETRODUTO - 1
23241;PORCA SEXTAVADA 8MM INOX
10650;PORCA SEXTAVADA 10MM INOX
30323;PLACA AMARELA ATERRAMENTO 12.5X6.5 CM
30656;PARAFUSO SEXTAVADO 8X30 INOX
10367;CABO MANGA BLINDADO EM MALHA TRANCADO 2X24 AWG KMP
28984;CABO INSTRUMENTACAO BC 105C 300V 1TX1,5MM
17330;CABO COAXIAL 95% MALHA
23243;ARRUELA LISA 8MM INOX
30657;ARRUELA DE PRESSAO 8MM INOX
16754;ABRAÇADEIRA TIPO D COM PARAFUSO 1 INOX
32155;ABRACADEIRA PRETA 2
32153;ABRACADEIRA PRETA 1.1/2
18661;ABRACADEIRA PLAST 600X9.0MM BRANCA
30032;ABRACADEIRA PLAST 140X3.6 MM PRETA
23;ABRACADEIRA C/ CHAVETA 2 - INECEL/ELETROPOL
30328;PLUG MACHO 2P+T 10A CINZA 90º - MARGIRIUS
6521;MAO FRANCESA 150 SIMPLES
7790;CURVA C/ BOLSA 90º 1 VERMELHA
25405;CONECTOR DE PASSAGEM PARA SENSOR PUSH-IN 1.5MM² REF PTIO 1.5/S/3 PHOENIX
5721;CONECTOR CUNHA TIPO VI
14168;BARRA ROSCADA 1/4 X 3MT
25527;CABO PP 750V - 2X0.5MM2 - PRETO
11759;CABO FLEX 750V 6.0MM BRANCO - CORFITOX
31894;SUPORTE LATERAL P/ MODULO HIGH POWER LED 1X100W
3166;FIO SOLIDO 750V - 4.0MM2 - BRANCO
20402;CONECTOR P/ CABO LAN RJ-45 CAT 5 - HI TOP/ROHS
12506;CABO EPROTENAX 2.5MM - VERDE
14164;PARAF AUTO ATARRAXANTE 5.5 X 3
11106;CABO FLEXIVEL 750V - 16.0MM2 - PRETO CORFITOX
2566;SPIRADUTO 1 PRETO - DUTOPLAST
3508;FUSIVEL PQ 2AX250V 5X20MM
24375;CABO DE REDE CAT 5E BRANCO - MPT
15618;PLUG FEMEA 2P+T 20A PRETO - MARGIRIUS/FAME
4753;COTOVELO EXTERNO P/ CANALETA X3
26193;TAMPA P/ CONECTOR DE PASSAGEM CINZA REF D-PTIO 1.5/S/3 PHOENIX
8505;TAMPA CONDULETE HEX. HORIZ. 3/4 CINZA
16176;TAMPA CONDULETE CEGA 1' PRETA
27386;ABRAÇADEIRA TIPO D COM PARAFUSO 1.1/4
15892;TERMOCONTRATIL 10MM AZUL
21705;PARAF MAQ CILIND 8X30
6906;ESPAGHET ISOPOL 4 MM
14140;ELETRODUTO VERMELHO 3/4
14313;ELETRODUTO BRANCO 1
11105;CABO FLEXIVEL 750V - 16.0MM2 - BRANCO CORFITOX
8214;CABO EPROTENAX 70MM - AZUL
84;ADAPTADOR CINZA 1
26776;TERMINAL PINO P/ CABO 10MM LONGO
11629;CABO FLEX 750V 4.0MM VERMELHO - CORFITOX
13851;BOX GIRATORIO 3/4
1023;TERMINAL YA 70MM
15855;TERMOCONTRATIL 16MM VERMELHO
16105;LUVA ELETRODUTO PRETO 3/4
32876;"GAVETA HD 2.5"" PARA SERVIDOR IBM X3550 M3"
5614;EMENDA INT U 50X50
5608;CONECTOR CUNHA ATERR 5/8 - 35MM
506;ARRUELA DE PRESSAO 5/16 MM
32156;TAMPA CONDULETE 1 POSTO HORIZONTAL C/SUPORTE 3/4 BRANCA SLEEK - MARGIRIUS
11628;CABO FLEX 750V 4.0MM PRETO - CORFITOX
585;TAMPA CONDULETE CEGA 3/4 CINZA - INPOL/MASSTER
4562;CONECTOR SPLIT BOLT 25MM
8663;ADAPTADOR BOLSA/ ROSCA CINZA 1
6647;MAO FRANCESA 100 SIMPLES
29276;CABO PROFIBUS PA 100 OHM 2X18 AWG BLINDAGEM ELETROSTATICA
25130;BORNE PORTA FUSIVEL DUPLO PUSH-IN PRETO C/ LED 220V 4MM² REF PTTB 4-HESILED 250 PHOENIX
20;ABRACADEIRA C/ CHAVETA 1.1/4
2622;SUPORTE CURTO P/ PERFILADO 38X38
1446;PARAF MAQ CILINDRICO 5X30
30855;PARAFUSO SEXTAVADO 5/16 X 1.1/4  INOX
21477;ELETRODUTO PRETO 1 SEM ROSCA
26323;CABO SEMI RIGIDO 70MM - PRETO
9596;BASE LIGACAO EM PAINEL 4 FUROS FIXACAO INTERNA
67;ABRACADEIRA TIPO U 3/4
1004;TERMINAL YA 10MM
5848;LUVA ELETRODUTO GALVANIZADO 3/4 - LEVE
25493;JUMPER AZ P/ CONECTOR ELETRICO PASSO 3.5MM 5 POLOS FBS 5- 3.5 BU PHOENIX
26655;TERMOCONTRATIL 10MM VERDE
10201;CABO EPROTENAX 70MM - VERMELHO
1488;PARAFUSO SEXTAVADO 3/8X1.1/2
32613;ARRUELA LISA 12MM FERRO BICRO
2787;PRENSA CABO 1/2
11174;MANGUEIRA ALMA DE ACO 2
4606;DISJUNTOR MONOF C32A (MDW-C32-1-3kA)
18259;CONECTOR CUNHA ATERR 5/8 - 25MM
6035;CABO FLEXIVEL 750V - 6.0MM2 - AMARELO
3516;FUSIVEL PQ 6AX250V 5X20MM
26032;CABO DE REDE CAT 6 BLINDADO MPT
15616;PLUG MACHO 2P+T 20A CINZA - MARGIRIUS/FAME
3527;FUSIVEL DZ 4A 500V RETARDADO FDW-4S
4560;CONECTOR SPLIT BOLT 10MM
7708;CONDULETE VERMELHA 3/4
12217;CABO EPROTENAX 2.5MM - PRETO
12216;CABO EPROTENAX 2.5MM - AZUL
575;BARRA ROSCADA 1/4X1MT
7942;ADAPTADOR CINZA 3/4 - INPOL/MASSTER
66;ABRACADEIRA TIPO U 3
19787;MODULO CEGO MARRON SLEEK
17079;ABRACADEIRA VERGALHÃO P/ TUBULACAO 3/4 - PESADO
14121;PARAF PONTA AGULHA 4.2X25 CAB FLANGE (DRYWALL)
14507;CARTUCHO SERIE METALICO AZUL
8521;CAIXA INSP. TERRA SUSPENSA POLIPROP.(1-1.1/2-2) PRT 960
26562;CABO SOLAR FLEX FV 1.8KV CC 4.00MM VERMELHO
23012;CABO PP 1KV 4X35.00MM - PRETO
11358;CABO EPROTENAX 6.0MM - AZUL
10915;ALCA PREF DISTR CABO 1 AWG CAA - 50MM NU
201;ALCA P/ CABO 10MM - ASE 9008 - PRETA
60;ABRACADEIRA TIPO U 1
32154;ABRACADEIRA PRETA 1.1/4
9182;ALCA P/ CABO 16MM - AZUL
21034;PARAF SEXTAVADO 3/8 X 1.1/2 INOX
11755;CABO FLEX 750V 2.5MM BRANCO - CORFITOX
3011;CABO PP 1KV 2X4.00MM - PRETO
13287;ADAPTADOR VERMELHO 1
2089;TRILHO P/ CONTATOR TSG 35MM PERF B - 2MT
587;TAMPA CONDULETE ALUMINIO CEGA 3/4
16843;MODULO TOMADA 2P+T 10A SLEEK VERMELHO
22449;CABO FIBRA OPTICA SM FLAT MINI DROP 01FO LSZH 9/125 - BLI A/B
2570;SPIRADUTO 1/4 BRANCO
2669;SUPORTE SUSPENSAO P/ TIRANTE 50X50
13855;MANGUEIRA ALMA DE ACO 1/2
1102;SUPORTE PARA TRILHO (ST-BTW)
12024;PARAFUSO ALLEN 5/16 X 1/2 S/ CABECA
25564;LUMINARIA EMBUTIR 2x20W AL ANODIZADO - USADA
30790;LONA PRETA 4MT
16208;FIXADOR AUTO ADESIVO PRETO 20X20
27304;CABO DE REDE BLINDADO CAT5E - TECNOELETRO
17909;TOMADA RJ45 FEMEA CAT5E KEYSTONE 180 - BRANCO
5525;PARAF SEXTAVADO ROSCA SOBERBA 5/16X75
6225;MANILHA SAPATILHA
13997;TAMPA CONDULETE 3 TEC 3/4 BRANCA - INPOL/MASSTER
30922;DISJUNTOR MONO WEG MDWP C10A (MDWP-C10-1-3KA)
9952;CABO FLEX 750V 1.5MM AZUL - CORFITOX
5494;CORRENTE ZINCADA P/CALHA
20793;MODULO CEGO PRETO EBONY SLEEK
6490;CANALETA RA 30X50 - B/2MT - CINZA - DUTOPLAST
14878;BOX GIRATORIO 1 MILIMETRO (M32X1.5)
20469;TOMADA EMBUTIR 2P+T 20A PRETA P/ PAINEL
14143;TAMPA CONDULETE CEGA 3/4 VERMELHA
13285;ELETRODUTO VERMELHO 1
16127;TAMPA CONDULETE 1 TEC 3/4 PRETA
27738;REBITE 3.2X25MM
9590;PARAFUSO 16X150 C/ PORCA
28828;CONECTOR / ADAPTADOR P/ CONDULETE 3/4 C/ PARAFUSO
26160;SUPORTE P/ CABO DE ACO PERFILADO 38X38 GF
21491;CURVA C/ BOLSA 90º 3/4 PRETA
15224;PROTETOR AUDITIVO PLUG SILICONE
4294;ISOLADOR 16X25X1/4
12178;FUSIVEL PQ 15AX250V 5X20MM
13079;DISJUNTOR MONOF C25A (MDW-C25-1-3kA)
30920;DISJUNTOR MONO WEG MDWP C32A (MDWP-C32-1-3KA)
29073;CUNHA P/PISO
32614;ARRUELA PRESSAO 10MM FERRO BICRO
27242;CABO DE ACO 1/8 GALV FOGO
25620;TERMINAL P/ CABO PARABOLICA RG58
14136;CURVA C/ BOLSA 90º 1' BRANCA
21800;ARRUELA LISA 5/16 INOX
957;TERMINAL SAPATA 35MM
953;TERMINAL SAPATA 10MM
25080;TAMPA P/ CONECTOR DUPLO ELETRICO D-PTTB 2.5
16187;TAMPA CONDULETE 2 TOMADAS HEX HORIZ 1' BRANCA
1443;PARAF MAQ CILINDRICO 4X30
21133;BLOCO PEZZI P/ CEGO BRANCO - DUTOTEC
